name	x	y	z	size	chan_num	FS_label	FS_vol	FS_ind	WMvsGM	LvsR	sEEG_ECoG	Desikan_Killiany	DK_ind	DK_lobe	Destrieux	Destr_ind	Destr_long	Yeo7	Yeo7_ind	Yeo17	Yeo17_ind	PTD_ind	surr_GM_vox	surr_WM_vox	LEPTO_coord_1	LEPTO_coord_2	LEPTO_coord_3	MNI_coord_1	MNI_coord_2	MNI_coord_3	MGRID_coord_1	MGRID_coord_2	MGRID_coord_3	subINF_coord_1	subINF_coord_2	subINF_coord_3	fsaverageINF_coord_1	fsaverageINF_coord_2	fsaverageINF_coord_3	ScannerNativeRAS_coord_1	ScannerNativeRAS_coord_2	ScannerNativeRAS_coord_3	JP_label_original	JP_label_std	sub_name
LITG10	-66.7121559750783	-47.20140102818957	-17.69503897592608	3.5 mm	100	LITG10	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-64.0209	-39.6041	8.8125	-66.7121559750783	-47.20140102818957	-17.69503897592608	193.0209	120.1875	168.6041	-42.731842041015625	-30.30713653564453	-49.42193603515625	-36.553672790527344	-37.82396697998047	-45.32389450073242	-63.43863986816408	-36.70868374023436	-25.731857299804688	ITG	ITG	sub-09 LITG10
LITG11	-71.56427654547832	-49.50445415958958	-17.148676000726084	3.5 mm	101	LITG11	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-68.5418	-41.7082	8.625	-71.56427654547832	-49.50445415958958	-17.148676000726084	197.5418	120.375	170.7082	-42.77527618408203	-31.111263275146484	-49.28608703613281	-36.22319793701172	-39.51707077026367	-44.64668655395508	-67.95953986816406	-38.81278374023438	-25.919357299804688	Out of the Brain	EXCLUDE	sub-09 LITG11
LITG12	-76.41629469777834	-51.80761390638956	-16.602260425826074	3.5 mm	102	LITG12	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-73.0626	-43.8124	8.4375	-76.41629469777834	-51.80761390638956	-16.602260425826074	202.0626	120.5625	172.8124	-42.75729751586914	-31.82798194885254	-49.32866287231445	-35.54507827758789	-42.11174774169922	-43.825931549072266	-72.48033986816407	-40.91698374023437	-26.106857299804688	Out of the Brain	EXCLUDE	sub-09 LITG12
LRSC1	-4.721716904678345	-46.97078689678957	28.645542548873948	3.5 mm	103	LRSC1	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	isthmuscingulate	11	Parietal	G_cingul-Post-dorsal	9	Posterior-dorsal part of the cingulate gyrus (dPCC)	Default	8	17Networks_16	17	-0.3333333	9.0	18.0	-3.5	-55.0	43.0	-4.721716904678345	-46.97078689678957	28.645542548873948	132.5	86.0	184.0	38.76869583129883	-48.19857025146485	0.8066613674163818	32.65411758422852	-38.13206100463867	13.19483470916748	-2.9177398681640625	-52.104583740234375	8.455642700195312	RSC	vPMC	sub-09 LRSC1
LRSC2	-10.079702404678358	-46.98327189678957	29.652175048873943	3.5 mm	104	LRSC2	ctx-lh-isthmuscingulate	1010.0	GM	L	sEEG	isthmuscingulate	11	Parietal	S_subparietal	72	Subparietal sulcus	Default	8	17Networks_16	17	0.7391304	20.0	3.0	-8.5	-55.5	44.0	-10.079702404678358	-46.98327189678957	29.652175048873943	137.5	85.0	184.5	38.893890380859375	-55.35065078735352	5.924276828765869	31.25519180297852	-40.16004943847656	21.10099220275879	-7.9177398681640625	-52.604583740234375	9.455642700195312	RSC	vPMC	sub-09 LRSC2
LRSC3	-15.245594439378351	-47.16103276478957	30.31934607737392	3.5 mm	105	LRSC3	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	precuneus	26	Parietal	S_subparietal	72	Subparietal sulcus	Default	8	17Networks_16	17	-0.1851852	11.0	16.0	-13.333	-56.0	44.6667	-15.245594439378351	-47.16103276478957	30.31934607737392	142.333	84.3333	185.0	38.71446990966797	-57.77333831787109	7.76688289642334	30.57061004638672	-41.85127258300781	24.287334442138672	-12.75073986816406	-53.104583740234375	10.122342700195318	RSC	vPMC	sub-09 LRSC3
LRSC4	-20.52819290467835	-47.39813039678957	31.53543054887392	3.5 mm	106	LRSC4	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-18.25	-56.75	45.75	-20.52819290467835	-47.39813039678957	31.53543054887392	147.25	83.25	185.75	38.564579010009766	-58.94686508178711	9.241632461547852	30.48124313354492	-41.99540710449219	24.81890869140625	-17.667739868164062	-53.854583740234375	11.205642700195312	White Matter	EXCLUDE	sub-09 LRSC4
LRSC5	-25.96156543937832	-47.18600276478958	32.332611077373926	3.5 mm	107	LRSC5	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-23.333	-57.0	46.6667	-25.96156543937832	-47.18600276478958	32.332611077373926	152.333	82.3333	186.0	-1.852181077003479	-85.74078369140625	8.721769332885742	-10.977519989013672	-45.74811553955078	39.34389114379883	-22.75073986816406	-54.104583740234375	12.122342700195318	White Matter	EXCLUDE	sub-09 LRSC5
LRSC6	-30.97272369237833	-47.37735618678958	33.43621208837392	3.5 mm	108	LRSC6	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	superiorparietal	30	Parietal	S_intrapariet_and_P_trans	57	Intraparietal sulcus (interparietal sulcus) and transverse parietal sulci	Frontoparietal	7	17Networks_12	13	-0.8518519	2.0	25.0	-28.0	-57.667	47.6667	-30.97272369237833	-47.37735618678958	33.43621208837392	157.0	81.3333	186.667	-14.999992370605469	-65.11427307128906	24.230676651000977	-10.977519989013672	-45.74811553955078	39.34389114379883	-27.417739868164062	-54.77158374023438	13.122342700195318	IPS	SPL	sub-09 LRSC6
LRSC7	-35.97226241937835	-47.21426546878957	34.38249408937392	3.5 mm	109	LRSC7	ctx-lh-inferiorparietal	1008.0	GM	L	sEEG	inferiorparietal	9	Parietal	S_intrapariet_and_P_trans	57	Intraparietal sulcus (interparietal sulcus) and transverse parietal sulci	Frontoparietal	7	17Networks_12	13	0.75	21.0	3.0	-32.667	-58.0	48.6667	-35.97226241937835	-47.21426546878957	34.38249408937392	161.667	80.3333	187.0	-17.7036075592041	-64.62926483154297	21.676342010498047	-14.62234878540039	-43.68703842163086	37.34235000610352	-32.084739868164064	-55.104583740234375	14.122342700195318	IPS	SPL	sub-09 LRSC7
LRSC8	-41.16864540467833	-47.063125896789565	35.74695204887392	3.5 mm	110	LRSC8	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	inferiorparietal	9	Parietal	S_intrapariet_and_P_trans	57	Intraparietal sulcus (interparietal sulcus) and transverse parietal sulci	Frontoparietal	7	17Networks_13	14	-0.7037037	4.0	23.0	-37.5	-58.5	50.0	-41.16864540467833	-47.063125896789565	35.74695204887392	166.5	79.0	187.5	-21.180065155029297	-63.00308227539063	20.01434898376465	-19.988964080810547	-41.640235900878906	35.397274017333984	-36.91773986816406	-55.604583740234375	15.455642700195312	White Matter	EXCLUDE	sub-09 LRSC8
LRSC9	-46.52663090467834	-47.07561089678957	36.75358454887393	3.5 mm	111	LRSC9	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-42.5	-59.0	51.0	-46.52663090467834	-47.07561089678957	36.75358454887393	171.5	78.0	188.0	-28.97291374206543	-61.11373519897461	10.693037033081056	-20.77206420898437	-41.30915451049805	35.19366836547852	-41.91773986816406	-56.104583740234375	16.455642700195312	Angular Gyrus	AG	sub-09 LRSC9
LRSC10	-51.71357817767833	-47.26614361478957	37.84805854787393	3.5 mm	112	LRSC10	ctx-lh-supramarginal	1031.0	GM	L	sEEG	inferiorparietal	9	Parietal	G_pariet_inf-Angular	25	Angular gyrus	Default	8	17Networks_17	18	0.2592593	17.0	10.0	-47.333	-59.667	52.0	-51.71357817767833	-47.26614361478957	37.84805854787393	176.333	77.0	188.667	-31.004817962646484	-57.43831253051758	13.090217590332031	-32.06183242797852	-44.20482635498047	27.857383728027344	-46.75073986816406	-56.77158374023438	17.455642700195312	Angular Gyrus	AG	sub-09 LRSC10
LRSC11	-56.93486234407834	-47.29900835758956	38.87058309227392	3.5 mm	113	LRSC11	ctx-lh-supramarginal	1031.0	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Angular	25	Angular gyrus	Default	8	17Networks_17	18	1.0	24.0	0.0	-52.2033	-60.1856	53.0	-56.93486234407834	-47.29900835758956	38.87058309227392	181.2033	76.0	189.1856	-34.089942932128906	-52.27099609375	14.28777313232422	-36.24226379394531	-37.736629486083984	24.617700576782227	-51.62103986816408	-57.29018374023437	18.455642700195312	Angular Gyrus	AG	sub-09 LRSC11
LRSC12	-62.15624892857832	-47.331766484989565	39.893055036973934	3.5 mm	114	LRSC12	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-57.0737	-60.7041	54.0	-62.15624892857832	-47.331766484989565	39.893055036973934	186.0737	75.0	189.7041	-34.089942932128906	-52.27099609375	14.28777313232422	-35.604000091552734	-38.06700134277344	25.78136444091797	-56.49143986816407	-57.80868374023439	19.455642700195312	Out of the Brain	EXCLUDE	sub-09 LRSC12
RAIN1	44.376045321021664	14.405781488010431	-9.77610148502606	3.5 mm	115	RAIN1	ctx-rh-insula	2035.0	GM	R	sEEG	insula	36	Insula	G_insular_short	18	Short insular gyri	Ventral Attention	5	17Networks_7	8	1.0	27.0	0.0	40.3333	8.0	32.3333	44.376045321021664	14.405781488010431	-9.77610148502606	88.6667	96.6667	121.0	9.857720375061035	44.626834869384766	-10.902599334716797	10.846606254577637	45.594482421875	-41.68001937866211	40.91556013183593	10.895416259765623	-2.2110572998046933	Insula	INSULA	sub-09 RAIN1
RAIN2	42.287516695321656	15.132526703210416	-4.539656251126075	3.5 mm	116	RAIN2	ctx-rh-insula	2035.0	GM	R	sEEG	insula	36	Insula	G_insular_short	18	Short insular gyri	Ventral Attention	5	17Networks_8	9	1.0	24.0	0.0	38.6	6.6	36.8	42.287516695321656	15.132526703210416	-4.539656251126075	90.4	92.2	122.4	11.405816078186035	44.085147857666016	-8.155555725097656	12.253238677978516	44.22885513305664	-35.35112380981445	39.18226013183593	9.49541625976562	2.2556427001953097	Insula	INSULA	sub-09 RAIN2
RAIN3	40.34539009532166	15.51478110321044	0.519343548873934	3.5 mm	117	RAIN3	ctx-rh-insula	2035.0	GM	R	sEEG	insula	36	Insula	S_circular_insula_sup	50	Superior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	1.0	27.0	0.0	37.0	5.0	41.0	40.34539009532166	15.51478110321044	0.519343548873934	92.0	88.0	124.0	13.084993362426758	44.044700622558594	-5.050005435943604	12.51641845703125	44.05716323852539	-31.262773513793945	37.58226013183594	7.895416259765625	6.4556427001953125	Insula	INSULA	sub-09 RAIN3
RAIN4	38.18927909532168	16.208946303210425	5.682350948873932	3.5 mm	118	RAIN4	ctx-rh-insula	2035.0	GM	R	sEEG	insula	36	Insula	S_circular_insula_sup	50	Superior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	1.0	19.0	0.0	35.2	3.6	45.4	38.18927909532168	16.208946303210425	5.682350948873932	93.8	83.6	125.4	14.549649238586426	44.62425231933594	-2.4657299518585205	19.28827476501465	46.68538665771485	-13.856034278869627	35.78226013183594	6.495416259765619	10.855642700195318	Insula	INSULA	sub-09 RAIN4
RAIN5	36.14582959532167	16.542355103210426	10.631249048873912	3.5 mm	119	RAIN5	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				33.5	2.0	49.5	36.14582959532167	16.542355103210426	10.631249048873912	95.5	79.5	127.0	23.7025089263916	41.91863250732422	8.482280731201172	16.998844146728516	45.053009033203125	-15.47617244720459	34.08226013183594	4.895416259765625	14.955642700195312	Operculum - Frontal	OPERC FRONT	sub-09 RAIN5
RAIN6	33.667453495321666	17.287343503210423	15.882365348873948	3.5 mm	120	RAIN6	Right-Cerebral-White-Matter	41.0	WM	R	sEEG	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	31.4	0.6	54.0	33.667453495321666	17.287343503210423	15.882365348873948	97.6	75.0	128.4	21.256214141845703	44.21514129638672	6.528016567230225	14.928919792175291	43.76350402832031	-17.871063232421875	31.982260131835943	3.49541625976562	19.455642700195312	White Matter	EXCLUDE	sub-09 RAIN6
RAIN7	31.51134249532167	17.981508703210437	21.045372748873945	3.5 mm	121	RAIN7	Right-Cerebral-White-Matter	41.0	WM	R	sEEG	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	29.6	-0.8	58.4	31.51134249532167	17.981508703210437	21.045372748873945	99.4	70.6	129.8	20.40922164916992	44.2119140625	5.461674690246582	22.88738441467285	54.00244140625	8.421065330505371	30.18226013183593	2.0954162597656136	23.85564270019532	White Matter	EXCLUDE	sub-09 RAIN7
RAIN8	29.227443560621666	18.82280323521043	25.96742807737391	3.5 mm	122	RAIN8	Right-Cerebral-White-Matter	41.0	GM	R	sEEG	caudalmiddlefrontal	4	Frontal	S_front_inf	53	Inferior frontal sulcus	Frontoparietal	7	17Networks_12	13	-0.5555556	6.0	21.0	27.667	-2.0	62.6667	29.227443560621666	18.82280323521043	25.96742807737391	101.333	66.3333	131.0	23.11240768432617	34.35260772705078	48.43225860595703	20.083005905151367	57.08023834228516	13.100414276123049	28.24926013183594	0.895416259765625	28.12234270019532	IFG	LFC	sub-09 RAIN8
RAIN9	26.759426495321662	19.25825470321044	31.652804748873933	3.5 mm	123	RAIN9	Right-Cerebral-White-Matter	41.0	GM	R	sEEG	caudalmiddlefrontal	4	Frontal	S_front_inf	53	Inferior frontal sulcus	Frontoparietal	7	17Networks_13	14	-0.7037037	4.0	23.0	25.6	-3.8	67.4	26.759426495321662	19.25825470321044	31.652804748873933	103.4	61.6	132.8	20.243303298950195	33.979881286621094	51.8453483581543	-2.9682979583740234	58.29265213012695	41.906925201416016	26.18226013183593	-0.9045837402343864	32.85564270019531	IFG	LFC	sub-09 RAIN9
RAIN10	24.47552756062167	20.099549235210432	36.57486007737394	3.5 mm	124	RAIN10	Right-Cerebral-White-Matter	41.0	WM	R	sEEG	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	23.667	-5.0	71.6667	24.47552756062167	20.099549235210432	36.57486007737394	105.333	57.3333	134.0	17.064350128173828	33.40819549560547	55.423919677734375	-5.047001361846924	59.97139739990234	42.32201385498047	24.24926013183594	-2.104583740234375	37.12234270019531	White Matter	EXCLUDE	sub-09 RAIN10
RAIN11	22.710400845321672	21.16479260321043	42.14152029887393	3.5 mm	125	RAIN11	ctx-rh-superiorfrontal	2028.0	GM	R	sEEG	superiorfrontal	29	Frontal	S_front_sup	55	Superior frontal sulcus	Default	8	17Networks_16	17	0.1111111	15.0	12.0	22.25	-6.25	76.5	22.710400845321672	21.16479260321043	42.14152029887393	106.75	52.5	135.25	-4.4641313552856445	31.408878326416016	73.96125030517578	-7.598827362060547	61.65040969848633	43.06142425537109	22.832260131835938	-3.354583740234375	41.95564270019531	SFG	LFC	sub-09 RAIN11
RAIN12	20.59048809532166	21.536627103210435	47.57673554887393	3.5 mm	126	RAIN12	ctx-rh-superiorfrontal	2028.0	GM	R	sEEG	superiorfrontal	29	Frontal	S_front_sup	55	Superior frontal sulcus	Default	8	17Networks_16	17	0.5555556	21.0	6.0	20.5	-8.0	81.0	20.59048809532166	21.536627103210435	47.57673554887393	108.5	48.0	137.0	-7.967673301696777	27.515701293945312	76.16194152832031	-10.981486320495604	60.029541015625	46.282833099365234	21.082260131835938	-5.104583740234375	46.45564270019531	SFG	LFC	sub-09 RAIN12
RAIN13	18.76414759532166	22.314480603210427	52.52868004887392	3.5 mm	127	RAIN13	Right-Cerebral-White-Matter	41.0	GM	R	sEEG	superiorfrontal	29	Frontal	S_front_sup	55	Superior frontal sulcus	Default	8	17Networks_16	17	-0.9259259	1.0	26.0	19.0	-9.25	85.25	18.76414759532166	22.314480603210427	52.52868004887392	110.0	43.75	138.25	-11.889142036437988	25.35563468933105	77.43710327148438	-13.76923656463623	58.80763244628906	48.72946166992188	19.582260131835938	-6.354583740234375	50.70564270019531	SFG	LFC	sub-09 RAIN13
RAIN14	16.134882345321657	22.830739603210432	57.55714179887393	3.5 mm	128	RAIN14	ctx-rh-superiorfrontal	2028.0	GM	R	sEEG	superiorfrontal	29	Frontal	G_front_sup	16	Superior frontal gyrus (F1)	Default	8	17Networks_16	17	-0.1111111	12.0	15.0	16.75	-10.75	89.5	16.134882345321657	22.830739603210432	57.55714179887393	112.25	39.5	139.75	-15.448802947998049	19.83722877502441	78.32950592041016	-20.61878204345703	57.53646469116211	52.23015975952149	17.332260131835938	-7.854583740234375	54.95564270019531	SFG	LFC	sub-09 RAIN14
RAIN15	14.009493595321672	23.97987910321044	63.279867048873925	3.5 mm	129	RAIN15	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				15.0	-12.0	94.5	14.009493595321672	23.97987910321044	63.279867048873925	114.0	34.5	141.0	-18.999147415161133	13.44174098968506	78.37089538574219	-24.67911720275879	56.26115798950195	52.41630554199219	15.582260131835938	-9.104583740234377	59.95564270019531	SFG	LFC	sub-09 RAIN15
RAIN16	11.840474904421669	24.66372336521043	68.49818756637393	3.5 mm	130	RAIN16	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				13.1905	-13.4286	98.9405	11.840474904421669	24.66372336521043	68.49818756637393	115.8095	30.0595	142.4286	-20.359649658203125	11.38955307006836	78.03126525878906	-24.619991302490234	57.22249984741211	51.91134262084961	13.772760131835938	-10.533183740234364	64.39614270019531	Out of the Brain	EXCLUDE	sub-09 RAIN16
RANT1	5.915671307621665	-5.287868186789581	5.11164308837391	3.5 mm	131	RANT1	Right-Thalamus-Proper	49.0	WM	R	sEEG	Right-Thalamus-Proper	Right-Thalamus-Proper	Right-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				5.0	-13.667	38.6667	5.915671307621665	-5.287868186789581	5.11164308837391	124.0	90.3333	142.667	-45.20241165161133	17.126880645751953	-4.079410076141357	-38.93178939819336	19.15185546875	-18.18501663208008	5.5822601318359375	-10.771583740234377	4.122342700195318	Thalamus Anterior	THALAMUS ANT	sub-09 RANT1
RANT2	11.22943209532167	-5.994920896789566	4.846009548873923	3.5 mm	132	RANT2	Right-Thalamus-Proper	49.0	WM	R	sEEG	Right-Thalamus-Proper	Right-Thalamus-Proper	Right-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				10.0	-14.0	38.0	11.22943209532167	-5.994920896789566	4.846009548873923	119.0	91.0	143.0	-45.20241165161133	17.126880645751953	-4.079410076141357	-38.72370147705078	17.997291564941406	-18.48276329040528	10.582260131835938	-11.104583740234377	3.4556427001953125	Thalamus Anterior	THALAMUS ANT	sub-09 RANT2
RANT3	16.194181822321667	-7.219221614789575	4.370742547873931	3.5 mm	133	RANT3	Right-Cerebral-White-Matter	41.0	GM	R	sEEG	undefined	undefined	undefined	Unknown	Unknown	Unknown	FreeSurfer_Defined_Medial_Wall	0	FreeSurfer_Defined_Medial_Wall	1	0.03703704	14.0	13.0	14.667	-14.667	37.0	16.194181822321667	-7.219221614789575	4.370742547873931	114.333	92.0	143.667	-44.90332794189453	15.122146606445312	-5.877468585968018	-38.49294662475586	15.920841217041016	-18.35197257995605	15.24926013183594	-11.771583740234377	2.4556427001953125	White Matter	EXCLUDE	sub-09 RANT3
RANT4	21.85843059532168	-8.622975896789569	4.010282048873933	3.5 mm	134	RANT4	Right-Cerebral-White-Matter	41.0	WM	R	sEEG	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth				20.0	-15.5	36.0	21.85843059532168	-8.622975896789569	4.010282048873933	109.0	93.0	144.5	-18.60705947875977	16.916730880737305	-34.60221099853516	-11.84047031402588	22.075199127197266	-51.27943420410156	20.582260131835938	-12.604583740234377	1.4556427001953125	White Matter	EXCLUDE	sub-09 RANT4
RANT5	26.652142095321665	-9.669228896789576	3.447173548873934	3.5 mm	135	RANT5	Right-Pallidum	52.0	WM	R	sEEG	Right-Pallidum	Right-Pallidum	Right-Pallidum	Depth	Depth	Depth	Depth	Depth	Depth	Depth				24.5	-16.0	35.0	26.652142095321665	-9.669228896789576	3.447173548873934	104.5	94.0	145.0	-14.24891185760498	15.168280601501465	-36.51007080078125	-9.11265468597412	21.35564613342285	-52.61650466918945	25.082260131835938	-13.104583740234377	0.4556427001953125	Basal Ganglia	BG	sub-09 RANT5
RANT6	31.95794409532168	-11.248558896789577	3.1470635488739163	3.5 mm	136	RANT6	Right-Putamen	51.0	WM	R	sEEG	Right-Putamen	Right-Putamen	Right-Putamen	Depth	Depth	Depth	Depth	Depth	Depth	Depth				29.5	-17.0	34.0	31.95794409532168	-11.248558896789577	3.1470635488739163	99.5	95.0	146.0	21.35728073120117	15.131766319274902	-3.361605405807495	15.410199165344238	20.281625747680664	-21.024991989135746	30.082260131835938	-14.104583740234377	-0.5443572998046875	Basal Ganglia	BG	sub-09 RANT6
RANT7	37.09880053332167	-12.47368180198957	2.680940054473922	3.5 mm	137	RANT7	ctx-rh-insula	2035.0	GM	R	sEEG	insula	36	Insula	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Somatomotor	3	17Networks_4	5	0.7037037	23.0	4.0	34.3333	-17.667	33.0	37.09880053332167	-12.47368180198957	2.680940054473922	94.6667	96.0	146.667	20.996437072753903	11.881662368774414	-7.047255039215088	15.530017852783203	19.834716796875	-20.920917510986328	34.91556013183593	-14.771583740234377	-1.5443572998046875	Insula	INSULA	sub-09 RANT7
RANT8	42.07485209532168	-13.343536896789573	2.048337548873917	3.5 mm	138	RANT8	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				39.0	-18.0	32.0	42.07485209532168	-13.343536896789573	2.048337548873917	90.0	97.0	147.0	19.98418426513672	15.212505340576172	-6.867740154266357	15.725494384765623	19.71388435363769	-21.422527313232425	39.58226013183594	-15.104583740234377	-2.5443572998046875	Insula	INSULA	sub-09 RANT8
RANT9	47.40352459532167	-15.16956689678956	1.2252100488739188	3.5 mm	139	RANT9	ctx-rh-transversetemporal	2034.0	GM	R	sEEG	superiortemporal	31	Temporal	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Somatomotor	3	17Networks_4	5	0.03703704	14.0	13.0	44.0	-19.0	30.5	47.40352459532167	-15.16956689678956	1.2252100488739188	85.0	98.5	148.0	29.881874084472656	7.830751419067383	-13.68179988861084	26.36312484741211	8.9292631149292	-24.928146362304688	44.58226013183594	-16.104583740234375	-4.044357299804688	STG	STG	sub-09 RANT9
RANT10	52.20271209532166	-16.993124896789567	0.3745915488739229	3.5 mm	140	RANT10	Right-Cerebral-White-Matter	41.0	WM	R	sEEG	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Right-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	48.5	-20.0	29.0	52.20271209532166	-16.993124896789567	0.3745915488739229	80.5	100.0	149.0	33.99287796020508	5.977319717407227	-16.42406463623047	25.197166442871094	9.370126724243164	-24.31950187683105	49.08226013183594	-17.104583740234375	-5.544357299804688	STG	STG	sub-09 RANT10
RANT11	57.24973084532167	-17.917263896789564	0.0867372988739134	3.5 mm	141	RANT11	ctx-rh-superiortemporal	2030.0	GM	R	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Somatomotor	3	17Networks_14	15	-0.1851852	11.0	16.0	53.25	-20.5	28.25	57.24973084532167	-17.917263896789564	0.0867372988739134	75.75	100.75	149.5	40.91082000732422	5.670361042022705	-23.142078399658203	32.39575958251953	-1.8775076866149905	-19.60701370239257	53.83226013183594	-17.604583740234375	-6.294357299804688	STS	MTG	sub-09 RANT11
RANT12	62.65734304332168	-18.925448531989574	-0.3574792955260761	3.5 mm	142	RANT12	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				58.3333	-21.0	27.333	62.65734304332168	-18.925448531989574	-0.3574792955260761	70.6667	101.667	150.0	39.95258331298828	5.096854209899902	-22.03001976013184	38.05610656738281	-4.314516067504883	-26.965038299560547	58.91556013183593	-18.10458374023437	-7.211357299804689	STS	MTG	sub-09 RANT12
RANT13	68.15490709532168	-20.669904896789568	-0.996753451126068	3.5 mm	143	RANT13	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				63.5	-22.0	26.0	68.15490709532168	-20.669904896789568	-0.996753451126068	65.5	103.0	151.0	45.63931274414063	-4.0581955909729	-41.34100341796875	37.86893081665039	-9.147461891174316	-21.834693908691406	64.08226013183594	-19.10458374023437	-8.544357299804688	Out of the Brain	EXCLUDE	sub-09 RANT13
RANT14	73.34151256332166	-21.951744160789573	-1.5058379311260808	3.5 mm	144	RANT14	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				68.375	-22.6944	24.9444	73.34151256332166	-21.951744160789573	-1.5058379311260808	60.625	104.0556	151.6944	45.96293258666992	-7.552776336669922	-41.11194610595703	38.00210952758789	-10.114388465881348	-21.30106735229492	68.95726013183594	-19.798983740234377	-9.599957299804686	Out of the Brain	EXCLUDE	sub-09 RANT14
RHOF1	17.028862610021676	37.95864967521044	-24.167682991626062	3.5 mm	145	RHOF1	Unknown	0.0	WM	R	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				13.667	31.0	30.3333	17.028862610021676	37.95864967521044	-24.167682991626062	115.333	98.6667	98.0	-23.50869369506836	90.85855865478516	-8.14281177520752	-15.683524131774902	79.89488983154297	-50.3776741027832	14.24926013183594	33.895416259765625	-4.211057299804693	OFC	OFC	sub-09 RHOF1
RHOF2	20.73473658062167	36.96940453121043	-20.583270910626084	3.5 mm	146	RHOF2	ctx-rh-lateralorbitofrontal	2012.0	GM	R	sEEG	lateralorbitofrontal	13	Frontal	S_orbital-H_Shaped	65	Orbital sulci (H-shaped sulci)	Limbic	6	17Networks_10	11	1.0	18.0	0.0	17.333	29.0	32.6667	20.73473658062167	36.96940453121043	-20.583270910626084	111.667	96.3333	100.0	-21.4359188079834	91.40975189208984	-7.600431442260742	-13.323183059692385	80.03994750976562	-49.96334838867188	17.915260131835936	31.895416259765625	-1.8776572998046817	OFC	OFC	sub-09 RHOF2
